datetime,水位(m),流量(m3/s),含沙量(kg/m3)
2019-02-06 12:00:00,42.59,578,
2019-02-06 16:00:00,42.63,616,
2019-02-06 20:00:00,42.66,645,
2019-02-07 00:00:00,42.68,664,
2019-02-07 04:00:00,42.74,724,
2019-02-07 08:00:00,42.76,744,1.26
2019-02-07 10:00:00,42.72,704,
2019-02-07 12:00:00,42.71,694,
2019-02-07 14:00:00,42.84,538,
2019-02-07 16:00:00,42.9,567,
2019-02-07 18:00:00,42.82,528,
2019-02-07 20:00:00,42.76,498,
2019-02-08 00:00:00,42.89,671,
2019-02-08 02:00:00,42.91,689,
2019-02-08 04:00:00,42.89,671,
2019-02-08 06:00:00,42.8,598,
2019-02-08 08:00:00,42.75,562,1.34
2019-02-08 10:00:00,42.84,629,
2019-02-08 12:00:00,42.81,605,
2019-02-08 14:00:00,42.7,534,
2019-02-08 16:00:00,42.69,529,
2019-02-08 18:00:00,42.74,556,
2019-02-08 20:00:00,42.82,613,
2019-02-08 22:00:00,42.79,590,
2019-02-09 00:00:00,42.68,524,
2019-02-09 02:00:00,42.69,529,
2019-02-09 04:00:00,42.84,629,
2019-02-09 06:00:00,42.88,662,
2019-02-09 08:00:00,42.86,645,1.02
2019-02-09 12:00:00,42.84,629,
2019-02-09 16:00:00,42.8,598,
2019-02-09 20:00:00,42.87,653,
2019-02-10 00:00:00,42.93,708,
2019-02-10 01:00:00,42.95,727,
2019-02-10 02:00:00,42.91,689,
2019-02-10 04:00:00,42.84,629,
2019-02-10 06:00:00,42.8,598,
2019-02-10 08:00:00,42.89,671,1.38
2019-02-10 10:00:00,42.96,737,
2019-02-10 12:00:00,42.94,718,
2019-02-10 14:00:00,42.88,662,
2019-02-10 16:00:00,42.9,680,
2019-02-10 18:00:00,42.9,680,
2019-02-10 20:00:00,42.87,653,
2019-02-10 22:00:00,42.86,645,
2019-02-11 00:00:00,42.86,645,
2019-02-11 01:00:00,42.89,671,
2019-02-11 02:00:00,42.93,708,
2019-02-11 04:00:00,42.98,865,
2019-02-11 06:00:00,42.98,865,
2019-02-11 08:00:00,42.92,797,1.74
2019-02-11 10:00:00,42.9,776,
2019-02-11 12:00:00,42.9,776,
2019-02-11 14:00:00,42.9,776,
2019-02-11 16:00:00,42.91,787,
2019-02-11 18:00:00,42.92,797,
2019-02-11 20:00:00,42.89,766,
2019-02-11 22:00:00,42.89,766,
2019-02-12 00:00:00,42.88,758,
2019-02-12 02:00:00,42.9,776,
2019-02-12 04:00:00,42.88,758,
2019-02-12 06:00:00,42.88,758,
2019-02-12 08:00:00,42.87,748,2.24
2019-02-12 10:00:00,42.82,701,
2019-02-12 12:00:00,42.83,710,
2019-02-12 14:00:00,42.86,738,
2019-02-12 16:00:00,42.86,738,
2019-02-12 18:00:00,42.86,738,
2019-02-12 20:00:00,42.84,719,
2019-02-12 22:00:00,42.8,682,
2019-02-13 00:00:00,42.78,665,
2019-02-13 02:00:00,42.74,633,
2019-02-13 04:00:00,42.75,641,
2019-02-13 06:00:00,42.79,674,
2019-02-13 08:00:00,42.82,701,2.2
2019-02-13 10:00:00,42.87,748,
2019-02-13 12:00:00,42.95,830,
2019-02-13 14:00:00,43.05,953,
2019-02-13 16:00:00,43.0,891,
2019-02-13 18:00:00,42.91,689,
2019-02-13 20:00:00,42.98,758,
2019-02-13 22:00:00,42.92,699,
2019-02-14 00:00:00,42.86,645,
2019-02-14 02:00:00,42.85,637,
2019-02-14 04:00:00,42.85,637,
2019-02-14 06:00:00,43.07,854,
2019-02-14 08:00:00,43.08,865,2.33
2019-02-14 10:00:00,42.96,737,
2019-02-14 11:00:00,42.86,645,
2019-02-14 12:00:00,42.79,590,
2019-02-14 14:00:00,42.8,598,
2019-02-14 15:00:00,42.82,613,
2019-02-14 16:00:00,43.0,891,
2019-02-14 18:00:00,43.0,891,
2019-02-14 20:00:00,42.92,797,
2019-02-14 22:00:00,42.87,748,
2019-02-15 00:00:00,42.84,719,
2019-02-15 02:00:00,42.82,701,
2019-02-15 04:00:00,42.81,692,
2019-02-15 06:00:00,42.83,710,
2019-02-15 08:00:00,42.81,692,1.88
2019-02-15 12:00:00,42.81,692,
2019-02-15 16:00:00,42.8,682,
2019-02-15 20:00:00,42.82,701,
2019-02-16 00:00:00,42.8,682,
2019-02-16 02:00:00,42.82,701,
2019-02-16 04:00:00,42.81,692,
2019-02-16 06:00:00,42.83,710,
2019-02-16 08:00:00,42.83,710,2.19
2019-02-16 10:00:00,42.83,710,
2019-02-16 12:00:00,42.84,719,
2019-02-16 13:00:00,42.9,776,
2019-02-16 14:00:00,42.95,830,
2019-02-16 15:00:00,42.98,865,
2019-02-16 16:00:00,43.02,915,
2019-02-16 18:00:00,43.07,979,
2019-02-16 20:00:00,43.05,953,
2019-02-16 21:00:00,43.0,891,
2019-02-16 22:00:00,42.96,842,
2019-02-17 00:00:00,42.95,830,
2019-02-17 02:00:00,42.91,787,
2019-02-17 04:00:00,42.87,748,
2019-02-17 06:00:00,42.85,729,
2019-02-17 08:00:00,42.84,719,2.78
2019-02-17 10:00:00,42.85,729,
2019-02-17 12:00:00,42.9,776,
2019-02-17 14:00:00,42.92,797,
2019-02-17 16:00:00,42.91,787,
2019-02-17 18:00:00,42.92,797,
2019-02-17 20:00:00,42.98,967,
2019-02-17 22:00:00,42.94,925,
2019-02-18 00:00:00,42.95,936,
2019-02-18 02:00:00,42.91,894,
2019-02-18 04:00:00,42.92,905,
2019-02-18 06:00:00,42.94,925,
2019-02-18 08:00:00,42.92,905,3.7
2019-02-18 10:00:00,42.93,915,
2019-02-18 12:00:00,42.91,894,3.08
2019-02-18 14:00:00,42.93,915,
2019-02-18 16:00:00,42.97,957,
2019-02-18 18:00:00,43.03,1020,
2019-02-18 20:00:00,43.05,1040,
2019-02-18 22:00:00,43.09,1080,
2019-02-18 23:00:00,43.11,1100,
2019-02-19 00:00:00,43.14,1130,
2019-02-19 02:00:00,43.18,1170,
2019-02-19 04:00:00,43.17,1160,
2019-02-19 06:00:00,43.2,1180,
2019-02-19 08:00:00,43.24,1220,3.31
2019-02-19 10:00:00,43.24,1220,
2019-02-19 12:00:00,43.26,1240,
2019-02-19 14:00:00,43.25,1230,
2019-02-19 16:00:00,43.24,1220,
2019-02-19 18:00:00,43.24,1220,
2019-02-19 20:00:00,43.23,1210,
2019-02-19 22:00:00,43.2,1140,
2019-02-20 00:00:00,43.17,1110,
2019-02-20 02:00:00,43.14,1070,
2019-02-20 04:00:00,43.12,1050,
2019-02-20 06:00:00,43.11,1030,
2019-02-20 08:00:00,43.1,1020,3.85
2019-02-20 10:00:00,43.08,992,
2019-02-20 12:00:00,43.07,979,
2019-02-20 14:00:00,43.06,966,
2019-02-20 16:00:00,43.04,941,
2019-02-20 18:00:00,43.03,928,
2019-02-20 20:00:00,43.04,941,
2019-02-20 22:00:00,43.03,928,
2019-02-21 00:00:00,43.04,941,
2019-02-21 02:00:00,43.05,953,
2019-02-21 04:00:00,43.06,966,
2019-02-21 06:00:00,43.07,979,
2019-02-21 08:00:00,43.1,1020,3.47
2019-02-21 10:00:00,43.12,1050,
2019-02-21 12:00:00,43.11,1030,
2019-02-21 14:00:00,43.09,876,
2019-02-21 16:00:00,43.11,898,
2019-02-21 18:00:00,43.13,920,
2019-02-21 20:00:00,43.13,920,
2019-02-21 22:00:00,43.13,920,
2019-02-22 00:00:00,43.15,942,
2019-02-22 02:00:00,43.17,964,
2019-02-22 04:00:00,43.16,953,
2019-02-22 06:00:00,43.19,986,
2019-02-22 08:00:00,43.19,986,3.66
2019-02-22 10:00:00,43.19,986,
2019-02-22 12:00:00,43.17,964,
2019-02-22 14:00:00,43.16,953,
2019-02-22 16:00:00,43.14,931,
2019-02-22 18:00:00,43.13,920,
2019-02-22 20:00:00,43.1,887,
2019-02-22 22:00:00,43.09,876,
2019-02-23 00:00:00,43.07,854,
2019-02-23 02:00:00,43.06,843,
2019-02-23 04:00:00,43.04,822,
2019-02-23 06:00:00,43.01,790,
2019-02-23 08:00:00,43.0,779,3.14
2019-02-23 12:00:00,43.02,800,
2019-02-23 16:00:00,43.03,811,
2019-02-23 20:00:00,43.0,779,
2019-02-23 23:00:00,42.98,758,
2019-02-24 00:00:00,42.98,758,
2019-02-24 02:00:00,42.97,747,
2019-02-24 04:00:00,42.96,737,
2019-02-24 06:00:00,42.97,747,
2019-02-24 08:00:00,42.93,708,2.94
2019-02-24 10:00:00,43.0,779,
2019-02-24 11:00:00,43.07,854,
2019-02-24 12:00:00,43.1,887,
2019-02-24 14:00:00,43.15,942,
2019-02-24 16:00:00,43.21,1010,
2019-02-24 18:00:00,43.22,1020,
2019-02-24 19:00:00,43.13,707,
2019-02-24 20:00:00,43.06,661,
2019-02-24 22:00:00,42.97,606,
2019-02-25 00:00:00,42.92,578,
2019-02-25 02:00:00,42.91,572,
2019-02-25 04:00:00,42.92,578,
2019-02-25 06:00:00,42.88,558,
2019-02-25 08:00:00,42.94,588,2.33
2019-02-25 09:00:00,43.06,661,
2019-02-25 10:00:00,43.11,694,
2019-02-25 12:00:00,43.12,700,
2019-02-25 14:00:00,43.1,687,
2019-02-25 16:00:00,43.16,726,
2019-02-25 17:00:00,43.12,700,
2019-02-25 18:00:00,43.04,648,
2019-02-25 19:00:00,42.98,611,
2019-02-25 20:00:00,42.94,588,
2019-02-25 22:00:00,42.9,567,
2019-02-26 00:00:00,42.87,553,
2019-02-26 02:00:00,42.85,543,
2019-02-26 04:00:00,42.86,548,
2019-02-26 06:00:00,42.9,567,
2019-02-26 08:00:00,42.94,588,1.75
2019-02-26 10:00:00,42.88,558,
2019-02-26 12:00:00,42.85,543,
2019-02-26 14:00:00,42.85,543,
2019-02-26 15:00:00,42.89,562,
2019-02-26 16:00:00,43.09,681,
2019-02-26 18:00:00,43.03,642,
2019-02-26 19:00:00,42.95,594,
2019-02-26 20:00:00,42.87,553,
2019-02-26 22:00:00,42.84,538,
2019-02-27 00:00:00,42.84,538,
2019-02-27 02:00:00,42.88,558,
2019-02-27 04:00:00,42.93,583,
2019-02-27 05:00:00,43.01,630,
2019-02-27 06:00:00,43.04,648,
2019-02-27 08:00:00,43.06,661,1.38
2019-02-27 09:00:00,43.07,668,
2019-02-27 10:00:00,43.07,668,
2019-02-27 11:00:00,43.03,642,
2019-02-27 12:00:00,42.97,606,
2019-02-27 14:00:00,42.94,588,
2019-02-27 15:00:00,42.98,611,
2019-02-27 16:00:00,43.05,655,
2019-02-27 18:00:00,42.98,611,
2019-02-27 19:00:00,42.93,583,
2019-02-27 20:00:00,42.88,558,
2019-02-27 22:00:00,42.83,533,
2019-02-28 00:00:00,42.82,528,
2019-02-28 02:00:00,42.82,528,
2019-02-28 04:00:00,42.82,528,
2019-02-28 06:00:00,42.86,548,
2019-02-28 08:00:00,42.9,567,1.2
2019-02-28 10:00:00,42.96,600,
2019-02-28 12:00:00,43.06,661,
2019-02-28 14:00:00,43.03,642,
2019-02-28 15:00:00,42.97,606,
2019-02-28 16:00:00,42.92,578,
2019-02-28 18:00:00,42.84,538,
2019-02-28 20:00:00,42.81,523,
2019-02-28 22:00:00,42.81,523,
2019-03-01 00:00:00,42.8,517,
2019-03-01 02:00:00,42.8,517,
2019-03-01 04:00:00,42.8,517,
2019-03-01 06:00:00,42.8,517,
2019-03-01 08:00:00,42.8,517,1.48
2019-03-01 10:00:00,42.83,814,
2019-03-01 12:00:00,42.81,794,
2019-03-01 14:00:00,42.79,774,
2019-03-01 16:00:00,42.79,774,
2019-03-01 18:00:00,42.79,774,
2019-03-01 20:00:00,42.79,774,
2019-03-01 22:00:00,42.81,794,
2019-03-02 00:00:00,42.78,764,
2019-03-02 04:00:00,42.79,774,
2019-03-02 08:00:00,42.77,754,1.8
2019-03-02 12:00:00,42.78,764,
2019-03-02 16:00:00,42.78,764,
2019-03-02 20:00:00,42.77,754,
2019-03-03 00:00:00,42.77,754,
2019-03-03 02:00:00,42.76,744,
2019-03-03 04:00:00,42.76,744,
2019-03-03 06:00:00,42.75,734,
2019-03-03 08:00:00,42.76,744,2.03
2019-03-03 10:00:00,42.77,754,
2019-03-03 12:00:00,42.8,784,
2019-03-03 14:00:00,42.78,764,
2019-03-03 16:00:00,42.79,774,
2019-03-03 18:00:00,42.78,764,
2019-03-03 20:00:00,42.79,774,
2019-03-03 22:00:00,42.81,794,
2019-03-04 00:00:00,42.84,944,
2019-03-04 02:00:00,42.83,935,
2019-03-04 04:00:00,42.82,925,
2019-03-04 06:00:00,42.84,944,
2019-03-04 08:00:00,42.84,944,2.86
2019-03-04 10:00:00,42.83,935,
2019-03-04 12:00:00,42.83,935,
2019-03-04 14:00:00,42.83,935,
2019-03-04 16:00:00,42.82,925,
2019-03-04 18:00:00,42.83,935,
2019-03-04 20:00:00,42.85,953,
2019-03-04 22:00:00,42.88,978,
2019-03-05 00:00:00,42.87,969,
2019-03-05 04:00:00,42.89,986,
2019-03-05 08:00:00,42.86,961,3.33
2019-03-05 10:00:00,42.87,969,
2019-03-05 12:00:00,42.88,978,
2019-03-05 16:00:00,42.87,969,
2019-03-05 20:00:00,42.87,969,
2019-03-06 00:00:00,42.85,953,
2019-03-06 04:00:00,42.84,944,
2019-03-06 08:00:00,42.8,904,2.86
2019-03-06 12:00:00,42.84,944,
2019-03-06 16:00:00,42.81,916,
2019-03-06 20:00:00,42.81,916,
2019-03-07 00:00:00,42.79,894,
2019-03-07 04:00:00,42.79,894,
2019-03-07 08:00:00,42.79,894,2.34
2019-03-07 10:00:00,42.77,874,
2019-03-07 12:00:00,42.75,855,
2019-03-07 16:00:00,42.72,826,
2019-03-07 20:00:00,42.74,845,
2019-03-08 00:00:00,42.75,855,
2019-03-08 04:00:00,42.76,864,
2019-03-08 08:00:00,42.76,864,2.08
2019-03-08 12:00:00,42.73,835,
2019-03-08 16:00:00,42.71,817,
2019-03-08 20:00:00,42.73,835,
2019-03-09 00:00:00,42.72,826,
2019-03-09 04:00:00,42.73,835,
2019-03-09 08:00:00,42.73,835,2.02
2019-03-09 12:00:00,42.71,817,
2019-03-09 14:00:00,42.69,798,
2019-03-09 16:00:00,42.71,817,
2019-03-09 20:00:00,42.74,845,
2019-03-10 00:00:00,42.74,845,
2019-03-10 04:00:00,42.75,855,
2019-03-10 08:00:00,42.77,874,2.18
2019-03-10 12:00:00,42.85,953,
2019-03-10 16:00:00,42.84,944,
2019-03-10 18:00:00,42.81,916,
2019-03-10 20:00:00,42.83,935,
2019-03-10 22:00:00,42.87,969,
2019-03-11 00:00:00,42.89,986,
2019-03-11 02:00:00,42.87,969,
2019-03-11 04:00:00,42.89,986,
2019-03-11 06:00:00,42.94,1030,
2019-03-11 08:00:00,42.94,1030,2.76
2019-03-11 10:00:00,42.93,1020,
2019-03-11 12:00:00,42.91,1000,
2019-03-11 14:00:00,42.91,1000,
2019-03-11 16:00:00,42.91,1000,
2019-03-11 18:00:00,42.95,1030,
2019-03-11 20:00:00,42.94,1030,
2019-03-11 22:00:00,42.93,1020,
2019-03-12 00:00:00,42.95,1030,
2019-03-12 04:00:00,42.95,1030,
2019-03-12 08:00:00,42.96,1040,3.07
2019-03-12 12:00:00,42.96,1040,
2019-03-12 16:00:00,42.95,1030,
2019-03-12 20:00:00,42.94,1030,
2019-03-13 00:00:00,42.95,1030,
2019-03-13 04:00:00,42.92,1010,
2019-03-13 08:00:00,42.92,1010,3.14
2019-03-13 12:00:00,42.94,1030,
2019-03-13 16:00:00,42.94,1030,
2019-03-13 20:00:00,42.92,1010,
2019-03-14 00:00:00,42.92,1010,
2019-03-14 04:00:00,42.91,1000,
2019-03-14 08:00:00,42.92,1010,2.97
2019-03-14 10:00:00,42.92,1010,3.07
2019-03-14 12:00:00,42.93,1020,
2019-03-14 16:00:00,42.9,995,
2019-03-14 20:00:00,42.89,986,
2019-03-15 00:00:00,42.92,1010,
2019-03-15 04:00:00,42.93,1020,
2019-03-15 08:00:00,42.95,1030,3.32
2019-03-15 12:00:00,42.93,1020,
2019-03-15 16:00:00,42.96,1040,
2019-03-15 20:00:00,42.95,1030,
2019-03-16 00:00:00,42.92,1010,
2019-03-16 04:00:00,42.92,1010,
2019-03-16 08:00:00,42.93,1020,3.62
2019-03-16 12:00:00,42.92,1010,
2019-03-16 16:00:00,42.9,995,
2019-03-16 20:00:00,42.9,995,
2019-03-17 00:00:00,42.9,995,
2019-03-17 04:00:00,42.89,986,
2019-03-17 08:00:00,42.92,1010,2.87
2019-03-17 12:00:00,42.91,1000,
2019-03-17 16:00:00,42.89,986,
2019-03-17 20:00:00,42.92,1010,
2019-03-18 00:00:00,42.91,1000,
2019-03-18 04:00:00,42.88,978,
2019-03-18 08:00:00,42.88,978,2.86
2019-03-18 12:00:00,42.86,961,
2019-03-18 16:00:00,42.9,995,
2019-03-18 20:00:00,42.9,995,
2019-03-19 00:00:00,42.86,961,
2019-03-19 04:00:00,42.84,944,
2019-03-19 08:00:00,42.87,969,2.7
2019-03-19 12:00:00,42.84,944,
2019-03-19 16:00:00,42.84,944,
2019-03-19 20:00:00,42.86,961,
2019-03-20 00:00:00,42.87,969,
2019-03-20 04:00:00,42.88,978,
2019-03-20 08:00:00,42.89,986,2.66
2019-03-20 12:00:00,42.88,978,
2019-03-20 16:00:00,42.87,969,
2019-03-20 20:00:00,42.9,995,
2019-03-21 00:00:00,42.91,1000,
2019-03-21 04:00:00,42.87,969,
2019-03-21 08:00:00,42.88,978,3.0
2019-03-21 12:00:00,42.89,986,
2019-03-21 16:00:00,42.9,995,
2019-03-21 20:00:00,42.94,1030,
2019-03-22 00:00:00,42.94,1030,
2019-03-22 04:00:00,42.93,1020,
2019-03-22 08:00:00,42.94,1030,3.1
2019-03-22 12:00:00,42.94,1030,
2019-03-22 16:00:00,42.93,1020,
2019-03-22 20:00:00,42.96,1040,
2019-03-23 00:00:00,42.94,1030,
2019-03-23 04:00:00,42.95,1030,
2019-03-23 08:00:00,42.95,1030,3.37
2019-03-23 12:00:00,42.98,1050,
2019-03-23 16:00:00,42.99,1060,
2019-03-23 20:00:00,43.03,1090,
2019-03-24 00:00:00,43.01,1080,
2019-03-24 04:00:00,43.04,1100,
2019-03-24 08:00:00,43.04,1100,4.51
2019-03-24 12:00:00,43.02,1080,
2019-03-24 16:00:00,43.06,1110,
2019-03-24 20:00:00,43.11,1150,
2019-03-25 00:00:00,43.04,1100,
2019-03-25 04:00:00,43.06,1110,
2019-03-25 08:00:00,43.09,1130,4.8
2019-03-25 12:00:00,43.11,1150,
2019-03-25 16:00:00,43.13,1160,
2019-03-25 20:00:00,43.17,1180,
2019-03-26 00:00:00,43.13,1160,
2019-03-26 04:00:00,43.15,1170,
2019-03-26 08:00:00,43.17,1180,4.67
2019-03-26 12:00:00,43.12,1150,
2019-03-26 16:00:00,43.13,1160,
2019-03-26 20:00:00,43.13,1160,
2019-03-27 00:00:00,43.12,1150,
2019-03-27 04:00:00,43.12,1150,
2019-03-27 08:00:00,43.09,1130,4.8
2019-03-27 12:00:00,43.1,1130,
2019-03-27 16:00:00,43.07,1110,
2019-03-27 20:00:00,43.1,1130,
2019-03-28 00:00:00,43.09,1130,
2019-03-28 04:00:00,43.11,1150,
2019-03-28 08:00:00,43.12,1150,4.59
2019-03-28 12:00:00,43.09,1130,
2019-03-28 16:00:00,43.09,1130,
2019-03-28 20:00:00,43.09,1130,
2019-03-29 00:00:00,43.1,1130,
2019-03-29 04:00:00,43.12,1150,
2019-03-29 08:00:00,43.11,1150,4.29
2019-03-29 12:00:00,43.11,1150,
2019-03-29 16:00:00,43.14,1170,
2019-03-29 20:00:00,43.15,1170,
2019-03-29 22:00:00,43.18,1190,
2019-03-30 00:00:00,43.17,1180,
2019-03-30 04:00:00,43.17,1180,
2019-03-30 08:00:00,43.15,1170,3.86
2019-03-30 12:00:00,43.14,1170,
2019-03-30 16:00:00,43.15,1170,
2019-03-30 20:00:00,43.16,1180,
2019-03-31 00:00:00,43.16,1180,
2019-03-31 04:00:00,43.18,1190,
2019-03-31 08:00:00,43.15,1170,3.49
2019-03-31 12:00:00,43.13,1160,
2019-03-31 16:00:00,43.13,1160,
2019-03-31 20:00:00,43.14,1170,
2019-04-01 00:00:00,43.14,1170,
2019-04-01 04:00:00,43.15,1170,
2019-04-01 08:00:00,43.18,1190,3.36
2019-04-01 12:00:00,43.19,1200,
2019-04-01 16:00:00,43.2,1200,
2019-04-01 20:00:00,43.19,1200,
2019-04-02 00:00:00,43.17,1180,
2019-04-02 04:00:00,43.18,1190,
2019-04-02 08:00:00,43.19,1200,3.44
2019-04-02 12:00:00,43.21,1210,
2019-04-02 16:00:00,43.23,1220,
2019-04-02 18:00:00,43.25,1230,
2019-04-02 20:00:00,43.24,1230,
2019-04-03 00:00:00,43.21,1210,
2019-04-03 04:00:00,43.22,1210,
2019-04-03 08:00:00,43.22,1210,3.83
2019-04-03 12:00:00,43.2,1200,
2019-04-03 16:00:00,43.17,1180,
2019-04-03 20:00:00,43.2,1200,
2019-04-04 00:00:00,43.18,1190,
2019-04-04 04:00:00,43.17,1180,
2019-04-04 08:00:00,43.17,1180,4.02
2019-04-04 12:00:00,43.17,1180,
2019-04-04 16:00:00,43.18,1190,
2019-04-04 20:00:00,43.18,1190,
2019-04-05 00:00:00,43.17,1180,
2019-04-05 04:00:00,43.19,1200,
2019-04-05 08:00:00,43.21,1210,4.48
2019-04-05 12:00:00,43.21,1210,
2019-04-05 16:00:00,43.17,1180,
2019-04-05 20:00:00,43.18,1190,
2019-04-06 00:00:00,43.19,1200,
2019-04-06 04:00:00,43.17,1180,
2019-04-06 08:00:00,43.18,1190,3.95
2019-04-06 12:00:00,43.17,1180,
2019-04-06 16:00:00,43.13,1120,
2019-04-06 20:00:00,43.13,1120,
2019-04-07 00:00:00,43.14,1130,
2019-04-07 04:00:00,43.14,1130,
2019-04-07 08:00:00,43.13,1120,3.56
2019-04-07 12:00:00,43.14,1130,
2019-04-07 16:00:00,43.15,1140,
2019-04-07 20:00:00,43.17,1160,
2019-04-08 00:00:00,43.15,1140,
2019-04-08 04:00:00,43.13,1120,
2019-04-08 08:00:00,43.13,1120,3.4
2019-04-08 12:00:00,43.15,1140,
2019-04-08 16:00:00,43.15,1140,
2019-04-08 20:00:00,43.14,1130,
2019-04-09 00:00:00,43.14,1130,
2019-04-09 02:00:00,43.14,1130,
2019-04-09 08:00:00,43.13,1120,3.35
2019-04-09 12:00:00,43.13,1120,
2019-04-09 14:00:00,43.16,1150,
2019-04-09 16:00:00,43.14,1130,
2019-04-09 20:00:00,43.14,1130,
2019-04-10 00:00:00,43.16,1150,
2019-04-10 04:00:00,43.16,1150,
2019-04-10 08:00:00,43.19,1180,3.71
2019-04-10 12:00:00,43.19,1180,
2019-04-10 16:00:00,43.16,1150,
2019-04-10 20:00:00,43.16,1150,
2019-04-11 00:00:00,43.17,1160,
2019-04-11 04:00:00,43.19,1180,
2019-04-11 08:00:00,43.19,1180,3.4
2019-04-11 12:00:00,43.19,1180,
2019-04-11 16:00:00,43.2,1180,
2019-04-11 20:00:00,43.19,1180,
2019-04-12 00:00:00,43.17,1160,
2019-04-12 04:00:00,43.13,1120,
2019-04-12 08:00:00,43.17,1160,3.31
2019-04-12 12:00:00,43.19,1180,
2019-04-12 16:00:00,43.19,1180,
2019-04-12 20:00:00,43.15,1140,
2019-04-13 00:00:00,43.17,1160,
2019-04-13 04:00:00,43.16,1150,
2019-04-13 08:00:00,43.17,1160,3.07
2019-04-13 12:00:00,43.18,1170,
2019-04-13 16:00:00,43.16,1150,
2019-04-13 20:00:00,43.16,1150,
2019-04-14 00:00:00,43.18,1170,
2019-04-14 04:00:00,43.19,1180,
2019-04-14 08:00:00,43.2,1180,3.42
2019-04-14 12:00:00,43.17,1160,
2019-04-14 16:00:00,43.13,1120,
2019-04-14 20:00:00,43.16,1180,
2019-04-15 00:00:00,43.17,1180,
2019-04-15 04:00:00,43.14,1170,
2019-04-15 08:00:00,43.15,1170,3.0
2019-04-15 12:00:00,43.13,1160,
2019-04-15 16:00:00,43.1,1130,
2019-04-15 20:00:00,43.1,1130,
2019-04-16 00:00:00,43.09,1130,
2019-04-16 04:00:00,43.1,1130,
2019-04-16 08:00:00,43.11,1150,3.0
2019-04-16 12:00:00,43.12,1150,
2019-04-16 16:00:00,43.11,1150,
2019-04-16 20:00:00,43.11,1150,
2019-04-17 00:00:00,43.1,1130,
2019-04-17 04:00:00,43.11,1150,
2019-04-17 08:00:00,43.1,1130,2.6
2019-04-17 10:00:00,43.09,1130,2.81
2019-04-17 12:00:00,43.07,1110,
2019-04-17 16:00:00,43.06,1110,
2019-04-17 20:00:00,43.08,1120,
2019-04-18 00:00:00,43.07,1110,
2019-04-18 04:00:00,43.05,1100,
2019-04-18 08:00:00,43.04,1100,3.08
2019-04-18 12:00:00,43.05,1100,
2019-04-18 16:00:00,43.03,1090,
2019-04-18 20:00:00,43.02,1080,
2019-04-19 00:00:00,43.01,1080,
2019-04-19 04:00:00,43.03,1090,
2019-04-19 08:00:00,43.03,1090,2.97
2019-04-19 12:00:00,43.01,1080,
2019-04-19 16:00:00,43.01,1080,
2019-04-19 18:00:00,43.0,1060,
2019-04-19 20:00:00,43.01,1080,
2019-04-20 00:00:00,43.02,1080,
2019-04-20 04:00:00,43.02,1080,
2019-04-20 08:00:00,43.06,1110,3.05
2019-04-20 12:00:00,43.06,1110,
2019-04-20 16:00:00,43.05,1100,
2019-04-20 20:00:00,43.04,1100,
2019-04-21 00:00:00,43.02,1080,
2019-04-21 04:00:00,43.03,1090,
2019-04-21 08:00:00,43.06,1110,3.09
2019-04-21 12:00:00,43.05,1100,
2019-04-21 16:00:00,43.04,1100,
2019-04-21 20:00:00,43.05,1100,
2019-04-22 00:00:00,43.04,1100,
2019-04-22 04:00:00,43.02,1080,
2019-04-22 08:00:00,43.04,1100,2.65
2019-04-22 12:00:00,43.06,1110,
2019-04-22 16:00:00,43.06,1110,
2019-04-22 20:00:00,43.06,1110,
2019-04-23 00:00:00,43.09,1130,
2019-04-23 04:00:00,43.09,1130,
2019-04-23 08:00:00,43.08,1120,2.45
2019-04-23 12:00:00,43.09,1130,
2019-04-23 16:00:00,43.11,1150,
2019-04-23 20:00:00,43.14,1170,
2019-04-24 00:00:00,43.19,1240,
2019-04-24 04:00:00,43.17,1220,
2019-04-24 08:00:00,43.16,1210,3.08
2019-04-24 12:00:00,43.16,1210,
2019-04-24 16:00:00,43.18,1230,
2019-04-24 20:00:00,43.19,1240,
2019-04-25 00:00:00,43.17,1220,
2019-04-25 04:00:00,43.17,1220,
2019-04-25 08:00:00,43.16,1210,3.89
2019-04-25 12:00:00,43.15,1210,
2019-04-25 16:00:00,43.13,1190,
2019-04-25 20:00:00,43.13,1190,
2019-04-26 00:00:00,43.16,1210,
2019-04-26 04:00:00,43.15,1210,
2019-04-26 08:00:00,43.13,1190,3.94
2019-04-26 12:00:00,43.14,1200,
2019-04-26 16:00:00,43.14,1200,
2019-04-26 20:00:00,43.17,1220,
2019-04-27 00:00:00,43.17,1220,
2019-04-27 04:00:00,43.2,1250,
2019-04-27 08:00:00,43.2,1250,3.08
2019-04-27 12:00:00,43.19,1240,
2019-04-27 16:00:00,43.2,1250,
2019-04-27 20:00:00,43.21,1260,
2019-04-28 00:00:00,43.19,1240,
2019-04-28 04:00:00,43.16,1150,
2019-04-28 08:00:00,43.16,1150,3.41
2019-04-28 12:00:00,43.17,1160,
2019-04-28 16:00:00,43.19,1180,
2019-04-28 20:00:00,43.21,1190,
2019-04-29 00:00:00,43.21,1190,
2019-04-29 04:00:00,43.19,1180,
2019-04-29 08:00:00,43.19,1180,3.45
2019-04-29 12:00:00,43.21,1190,
2019-04-29 16:00:00,43.19,1180,
2019-04-29 20:00:00,43.19,1180,
2019-04-30 00:00:00,43.19,1180,
